node_id,attribute_id,namespace,name,description
17834,5115,DISEASE,"benign mesothelioma",NULL
17834,5115,DISEASE,"benign mesothelioma",NULL
17834,5130,DISEASE,"transitional cell carcinoma",NULL
17834,5170,DISEASE,"Gilbert syndrome",NULL
17834,5171,DISEASE,"bilirubin metabolic disorder",NULL
17834,5194,DISEASE,"contact dermatitis",NULL
17834,5223,DISEASE,asthma,NULL
17834,5223,DISEASE,asthma,NULL
17834,5237,DISEASE,"laryngeal squamous cell carcinoma",NULL
17834,5240,DISEASE,"endometriosis of uterus",NULL
17834,5245,DISEASE,endometriosis,NULL
17834,5246,DISEASE,"thyroid adenoma",NULL
17834,5246,DISEASE,"thyroid adenoma",NULL
17834,5248,DISEASE,"cervix carcinoma",NULL
17834,5248,DISEASE,"cervix carcinoma",NULL
17834,5266,DISEASE,"eye carcinoma",NULL
17834,5269,DISEASE,"pulmonary tuberculosis",NULL
17834,5289,DISEASE,adenocarcinoma,NULL
17834,5289,DISEASE,adenocarcinoma,NULL
17834,5319,DISEASE,"allergic contact dermatitis",NULL
17834,5320,DISEASE,"food allergy",NULL
17834,5326,DISEASE,"glioblastoma multiforme",NULL
17834,5326,DISEASE,"glioblastoma multiforme",NULL
17834,5327,DISEASE,astrocytoma,NULL
17834,5328,DISEASE,"malignant glioma",NULL
17834,5328,DISEASE,"malignant glioma",NULL
17834,5328,DISEASE,"malignant glioma",NULL
17834,5329,DISEASE,gliosarcoma,NULL
17834,5331,DISEASE,"giant cell glioblastoma",NULL
17834,5331,DISEASE,"giant cell glioblastoma",NULL
17834,5333,DISEASE,"grade III astrocytoma",NULL
17834,5338,DISEASE,"chronic obstructive pulmonary disease",NULL
17834,5354,DISEASE,"papillary carcinoma",NULL
17834,5362,DISEASE,"gallbladder cancer",NULL
17834,5362,DISEASE,"gallbladder cancer",NULL
17834,5362,DISEASE,"gallbladder cancer",NULL
17834,5389,DISEASE,"squamous cell neoplasm",NULL
17834,5390,DISEASE,"papillary adenoma",NULL
17834,5432,DISEASE,"central nervous system lymphoma",NULL
17834,5477,DISEASE,"atopic dermatitis",NULL
17834,5485,DISEASE,"amyotrophic lateral sclerosis",NULL
17834,5531,DISEASE,"periodontal disease",NULL
17834,5532,DISEASE,"Papillon-Lefevre disease",NULL
17834,5535,DISEASE,"coronary artery disease",NULL
17834,5535,DISEASE,"coronary artery disease",NULL
17834,5567,DISEASE,"breast carcinoma",NULL
17834,5618,DISEASE,meningioma,NULL
17834,5618,DISEASE,meningioma,NULL
17834,5619,DISEASE,"liver cancer",NULL
17834,5619,DISEASE,"liver cancer",NULL
17834,5619,DISEASE,"liver cancer",NULL
17834,5627,DISEASE,"pancreatic ductal carcinoma",NULL
17834,5669,DISEASE,"olfactory nerve neoplasm",NULL
17834,5675,DISEASE,"intermittent claudication",NULL
17834,5683,DISEASE,"lung benign neoplasm",NULL
17834,5683,DISEASE,"lung benign neoplasm",NULL
17834,5696,DISEASE,"skin disease",NULL
17834,5699,DISEASE,"cervical adenocarcinoma",NULL
17834,5711,DISEASE,"gastric adenocarcinoma",NULL
17834,5726,DISEASE,"esophagus squamous cell carcinoma",NULL
17834,5741,DISEASE,"intraventricular meningioma",NULL
17834,5763,DISEASE,"pituitary adenoma",NULL
17834,5787,DISEASE,"Lynch syndrome",NULL
17834,5795,DISEASE,"bronchus carcinoma",NULL
17834,5796,DISEASE,"lung carcinoma",NULL
17834,5799,DISEASE,"non-small cell lung carcinoma",NULL
17834,5800,DISEASE,"lung adenocarcinoma",NULL
17834,5824,DISEASE,"thyroid carcinoma",NULL
17834,5824,DISEASE,"thyroid carcinoma",NULL
17834,5830,DISEASE,"thyroid medullary carcinoma",NULL
17834,5836,DISEASE,tuberculosis,NULL
17834,5836,DISEASE,tuberculosis,NULL
17834,5842,DISEASE,"ovarian carcinoma",NULL
17834,5845,DISEASE,"bladder urothelial carcinoma",NULL
17834,5846,DISEASE,"bladder carcinoma",NULL
17834,5846,DISEASE,"bladder carcinoma",NULL
17834,5904,DISEASE,"liver disease",NULL
17834,5922,DISEASE,"intraorbital meningioma",NULL
17834,5940,DISEASE,"systemic scleroderma",NULL
17834,5946,DISEASE,scleroderma,NULL
17834,5960,DISEASE,"clear cell meningioma",NULL
17834,5967,DISEASE,myopathy,NULL
17834,6047,DISEASE,"cervical cancer",NULL
17834,6047,DISEASE,"cervical cancer",NULL
17834,6047,DISEASE,"cervical cancer",NULL
17834,6068,DISEASE,"pustulosis of palm and sole",NULL
17834,6070,DISEASE,"neuromuscular disease",NULL
17834,6072,DISEASE,"occupational dermatitis",NULL
17834,6098,DISEASE,"macular degeneration",NULL
17834,6101,DISEASE,"renal cell carcinoma",NULL
17834,6102,DISEASE,"renal carcinoma",NULL
17834,6107,DISEASE,"collecting duct carcinoma",NULL
17834,6108,DISEASE,"papillary renal cell carcinoma",NULL
17834,6109,DISEASE,"renal clear cell carcinoma",NULL
17834,6112,DISEASE,"chromophobe renal cell carcinoma",NULL
17834,6114,DISEASE,"sarcomatoid renal cell carcinoma",NULL
17834,6117,DISEASE,"allergic rhinitis",NULL
17834,6158,DISEASE,"large cell carcinoma",NULL
17834,6171,DISEASE,"benign meningioma",NULL
17834,6172,DISEASE,"secretory meningioma",NULL
17834,6172,DISEASE,"secretory meningioma",NULL
17834,6173,DISEASE,"lymphoplasmacyte-rich meningioma",NULL
17834,6175,DISEASE,"microcystic meningioma",NULL
17834,6175,DISEASE,"microcystic meningioma",NULL
17834,6207,DISEASE,"multiple chemical sensitivity",NULL
17834,6250,DISEASE,"vasomotor rhinitis",NULL
17834,6312,DISEASE,"pilocytic astrocytoma",NULL
17834,6328,DISEASE,"anterior horn cell disease",NULL
17834,6342,DISEASE,"bile duct adenocarcinoma",NULL
17834,6343,DISEASE,"bile duct carcinoma",NULL
17834,6347,DISEASE,"granular cell carcinoma",NULL
17834,6348,DISEASE,"pancreatic carcinoma",NULL
17834,6348,DISEASE,"pancreatic carcinoma",NULL
17834,6366,DISEASE,"intrahepatic cholangiocarcinoma",NULL
17834,6367,DISEASE,"tubular adenocarcinoma",NULL
17834,6377,DISEASE,cholangiocarcinoma,NULL
17834,6378,DISEASE,"gallbladder carcinoma",NULL
17834,6378,DISEASE,"gallbladder carcinoma",NULL
17834,6400,DISEASE,"alcoholic pancreatitis",NULL
17834,6423,DISEASE,"esophageal cancer",NULL
17834,6423,DISEASE,"esophageal cancer",NULL
17834,6423,DISEASE,"esophageal cancer",NULL
17834,6442,DISEASE,"mixed glioma",NULL
17834,6443,DISEASE,"subependymal giant cell astrocytoma",NULL
17834,6445,DISEASE,"liver cirrhosis",NULL
17834,6487,DISEASE,"pleural cancer",NULL
17834,6490,DISEASE,arteriolosclerosis,NULL
17834,6504,DISEASE,aortitis,NULL
17834,6540,DISEASE,"human immunodeficiency virus infectious disease",NULL
17834,6540,DISEASE,"human immunodeficiency virus infectious disease",NULL
17834,6591,DISEASE,epulis,NULL
17834,6637,DISEASE,"microcystic adenoma",NULL
17834,6641,DISEASE,"lung oat cell carcinoma",NULL
17834,6644,DISEASE,schizophrenia,NULL
17834,6647,DISEASE,"premature ovarian failure",NULL
17834,6650,DISEASE,dystonia,NULL
17834,6701,DISEASE,"stomach carcinoma",NULL
17834,6701,DISEASE,"stomach carcinoma",NULL
17834,6808,DISEASE,"large intestine cancer",NULL
17834,6808,DISEASE,"large intestine cancer",NULL
17834,6808,DISEASE,"large intestine cancer",NULL
17834,6808,DISEASE,"large intestine cancer",NULL
17834,6808,DISEASE,"large intestine cancer",NULL
17834,6809,DISEASE,"cribriform carcinoma",NULL
17834,6858,DISEASE,"peripheral nervous system disease",NULL
17834,6982,DISEASE,"microglandular adenosis",NULL
17834,7013,DISEASE,"Brown-Sequard syndrome",NULL
17834,7033,DISEASE,"cerebral convexity meningioma",NULL
17834,7045,DISEASE,leukopenia,NULL
17834,7068,DISEASE,"follicular adenoma",NULL
17834,7131,DISEASE,"acquired immunodeficiency syndrome",NULL
17834,7131,DISEASE,"acquired immunodeficiency syndrome",NULL
17834,7183,DISEASE,"seborrheic keratosis",NULL
17834,7184,DISEASE,"connective tissue disease",NULL
17834,7204,DISEASE,"angiomatous meningioma",NULL
17834,7216,DISEASE,adenoma,NULL
17834,7216,DISEASE,adenoma,NULL
17834,7280,DISEASE,"fibrillary astrocytoma",NULL
17834,7284,DISEASE,"cleft palate",NULL
17834,7308,DISEASE,"juvenile pilocytic astrocytoma",NULL
17834,7317,DISEASE,"hepatocellular carcinoma",NULL
17834,7317,DISEASE,"hepatocellular carcinoma",NULL
17834,7332,DISEASE,"parasagittal meningioma",NULL
17834,7375,DISEASE,"mitochondrial myopathy",NULL
17834,7383,DISEASE,"mitochondrial metabolism disease",NULL
17834,7385,DISEASE,"gemistocytic astrocytoma",NULL
17834,7386,DISEASE,"childhood cerebral astrocytoma",NULL
17834,7387,DISEASE,"protoplasmic astrocytoma",NULL
17834,7414,DISEASE,"B-cell lymphoma",NULL
17834,7414,DISEASE,"B-cell lymphoma",NULL
17834,7445,DISEASE,"rheumatoid arthritis",NULL
17834,7469,DISEASE,"psammomatous meningioma",NULL
17834,7470,DISEASE,"fibrous meningioma",NULL
17834,7471,DISEASE,"meningothelial meningioma",NULL
17834,7472,DISEASE,"transitional meningioma",NULL
17834,7506,DISEASE,"urinary system benign neoplasm",NULL
17834,7567,DISEASE,"malignant pleural mesothelioma",NULL
17834,7622,DISEASE,"situs inversus",NULL
17834,7622,DISEASE,"situs inversus",NULL
17834,7718,DISEASE,"chronic kidney disease",NULL
17834,7721,DISEASE,"female breast carcinoma",NULL
17834,7792,DISEASE,"olfactory groove meningioma",NULL
17834,7859,DISEASE,"periapical periodontitis",NULL
17834,7863,DISEASE,periodontitis,NULL
17834,7863,DISEASE,periodontitis,NULL
17834,7879,DISEASE,cataract,NULL
17834,7957,DISEASE,"lung disease",NULL
17834,7976,DISEASE,"polymyalgia rheumatica",NULL
17834,7980,DISEASE,reticulosarcoma,NULL
17834,7981,DISEASE,"collagen disease",NULL
17834,7990,DISEASE,"oropharynx cancer",NULL
17834,7999,DISEASE,"ulcerative colitis",NULL
17834,7999,DISEASE,"ulcerative colitis",NULL
17834,7999,DISEASE,"ulcerative colitis",NULL
17834,8005,DISEASE,"chronic monocytic leukemia",NULL
17834,8040,DISEASE,lymphosarcoma,NULL
17834,8040,DISEASE,lymphosarcoma,NULL
17834,8040,DISEASE,lymphosarcoma,NULL
17834,8050,DISEASE,"myeloid leukemia",NULL
17834,8058,DISEASE,"vascular dementia",NULL
17834,8072,DISEASE,"Crohn's disease",NULL
17834,8092,DISEASE,"actinic keratosis",NULL
17834,8101,DISEASE,psoriasis,NULL
17834,8151,DISEASE,"systemic lupus erythematosus",NULL
17834,8155,DISEASE,parapsoriasis,NULL
17834,8164,DISEASE,"acute myeloid leukemia",NULL
17834,8211,DISEASE,"colorectal cancer",NULL
17834,8211,DISEASE,"colorectal cancer",NULL
17834,8211,DISEASE,"colorectal cancer",NULL
17834,8211,DISEASE,"colorectal cancer",NULL
17834,8213,DISEASE,"nasopharynx carcinoma",NULL
17834,8234,DISEASE,"cleft lip",NULL
17834,8250,DISEASE,"viral infectious disease",NULL
17834,8254,DISEASE,"diabetes mellitus",NULL
17834,8254,DISEASE,"diabetes mellitus",NULL
17834,8255,DISEASE,"type 2 diabetes mellitus",NULL
17834,8258,DISEASE,"intrinsic asthma",NULL
17834,8281,DISEASE,"allergic asthma",NULL
17834,8281,DISEASE,"allergic asthma",NULL
17834,8324,DISEASE,"tuberculous pneumothorax",NULL
17834,8326,DISEASE,"multiple myeloma",NULL
17834,8370,DISEASE,"oral mucosa leukoplakia",NULL
17834,8404,DISEASE,"type 1 diabetes mellitus",NULL
17834,8490,DISEASE,"acute lymphocytic leukemia",NULL
17834,8490,DISEASE,"acute lymphocytic leukemia",NULL
17834,19451,molecular_function,"arylamine N-acetyltransferase activity",""Catalysis of the reaction"
17834,20913,cellular_component,cytosol,""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes." [GOC:hjd, GOC:jl]"
17834,21799,biological_process,"xenobiotic metabolic process",""The chemical reactions and pathways involving a xenobiotic compound, a compound foreign to living organisms. Used of chemical compounds, e.g. a xenobiotic chemical, such as a pesticide." [GOC:cab2]"
5948,32,DISEASE,sinusitis,NULL
5948,58,DISEASE,"lower respiratory tract disease",NULL
5948,188,DISEASE,"maturity-onset diabetes of the young",NULL
5948,224,DISEASE,"Seckel syndrome",NULL
5948,241,DISEASE,"inflammatory bowel disease",NULL
5948,549,DISEASE,"myelodysplastic syndrome",NULL
5948,650,DISEASE,"Omenn syndrome",NULL
5948,653,DISEASE,"gamma chain deficiency",NULL
5948,665,DISEASE,"immunoglobulin alpha deficiency",NULL
5948,797,DISEASE,"generalized epilepsy with febrile seizures plus",NULL
5948,819,DISEASE,"Crohn's colitis",NULL
5948,881,DISEASE,"Robinow syndrome",NULL
5948,884,DISEASE,"dyschromatosis symmetrica hereditaria",NULL
5948,1217,DISEASE,"microcephalic osteodysplastic primordial dwarfism type I",NULL
5948,1218,DISEASE,"microcephalic osteodysplastic primordial dwarfism type II",NULL
5948,1230,DISEASE,"chondrodysplasia-pseudohermaphroditism syndrome",NULL
5948,1281,DISEASE,"lymphoproliferative syndrome 1",NULL
5948,1282,DISEASE,"lymphoproliferative syndrome 2",NULL
5948,1328,DISEASE,"autosomal recessive Robinow syndrome",NULL
5948,1329,DISEASE,"autosomal dominant Robinow syndrome 2",NULL
5948,1330,DISEASE,"autosomal dominant Robinow syndrome 1",NULL
5948,1331,DISEASE,"autosomal dominant Robinow syndrome 3",NULL
5948,1905,DISEASE,"autoimmune lymphoproliferative syndrome type 2A",NULL
5948,1906,DISEASE,"autoimmune lymphoproliferative syndrome type 2B",NULL
5948,1909,DISEASE,"autoimmune lymphoproliferative syndrome type 3",NULL
5948,2512,DISEASE,"type 1 diabetes mellitus 2",NULL
5948,2513,DISEASE,"type 1 diabetes mellitus 3",NULL
5948,2514,DISEASE,"type 1 diabetes mellitus 4",NULL
5948,2515,DISEASE,"type 1 diabetes mellitus 5",NULL
5948,2516,DISEASE,"type 1 diabetes mellitus 6",NULL
5948,2517,DISEASE,"type 1 diabetes mellitus 7",NULL
5948,2518,DISEASE,"type 1 diabetes mellitus 8",NULL
5948,2519,DISEASE,"type 1 diabetes mellitus 10",NULL
5948,2520,DISEASE,"type 1 diabetes mellitus 11",NULL
5948,2521,DISEASE,"type 1 diabetes mellitus 12",NULL
5948,2522,DISEASE,"type 1 diabetes mellitus 13",NULL
5948,2523,DISEASE,"type 1 diabetes mellitus 15",NULL
5948,2524,DISEASE,"type 1 diabetes mellitus 17",NULL
5948,2525,DISEASE,"type 1 diabetes mellitus 18",NULL
5948,2526,DISEASE,"type 1 diabetes mellitus 19",NULL
5948,2527,DISEASE,"type 1 diabetes mellitus 20",NULL
5948,2528,DISEASE,"type 1 diabetes mellitus 21",NULL
5948,2529,DISEASE,"type 1 diabetes mellitus 22",NULL
5948,2530,DISEASE,"type 1 diabetes mellitus 23",NULL
5948,2531,DISEASE,"type 1 diabetes mellitus 24",NULL
5948,2613,DISEASE,"xeroderma pigmentosum group C",NULL
5948,3012,DISEASE,"prostate cancer",NULL
5948,3012,DISEASE,"prostate cancer",NULL
5948,3013,DISEASE,"prostate carcinoma",NULL
5948,3013,DISEASE,"prostate carcinoma",NULL
